hum_prot,hum_prot_name,study_name,bacterial_cluster,bacterial_gene_names,phylum,class,order,family,genus,species
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_comes_CAG_19
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_comes
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_sp_CAG_471
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__Hungatella_hathewayi
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_coccoides
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_producta
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas_intestinalis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_hydrogenotrophica_CAG_147
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_hydrogenotrophica
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_sp_N6H1_15
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_424
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Lactonifactor,s__Lactonifactor_longoviformis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_sp_An118
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_D5
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_eligens_CAG_72
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_eligens
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira_pectinoschiza
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_534
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira_pectinoschiza
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_CAG_38
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_bromii
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_299
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_saccharolyticum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_403
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_CAG_180
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_bicirculans
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_eutactus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified,s__Eubacterium_siraeum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_callidus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_OM08_24
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_330
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_sp_CAG_303
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_590
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_579
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_563
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_488
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_CAG_786
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_510
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_hadrus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Tyzzerella,s__Tyzzerella_nexilis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified,s__Lachnospiraceae_bacterium_2_1_46FAA
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella_massiliensis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_58
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella_tayi
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter_saccharivorans
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium_ramosum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Coprobacillus,s__Coprobacillus_cateniformis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Massiliomicrobiota,s__Massiliomicrobiota_timonensis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Candidatus_Stoquefichus,s__Candidatus_Stoquefichus_sp_KLE1796
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified,s__Clostridiales_bacterium_CHKCI006
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_bolteae
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_citroniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_lavalense
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_longicatena
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__Hungatella_hathewayi
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_saccharolyticum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_asparagiforme
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_aldenense
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_clostridioforme
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified,s__Clostridiales_bacterium_1_7_47FAA
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_chh4_2
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans_CAG_28
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_sp_CAG_317
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_sp_An138
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_sp_An131
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified,s__Bacteroides_pectinophilus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_hylemonae
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_scindens
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ventriosum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_110
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_symbiosum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_94
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ramulus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_caccae
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__Hungatella_hathewayi
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_parasanguinis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_salivarius_CAG_79
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_salivarius
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_oralis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sanguinis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_vestibularis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_thermophilus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_gordonii
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_mitis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_infantis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_australis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_A12
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_mutans
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_cristatus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_F0442
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Monoglobus,s__Monoglobus_pectinilyticus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_catus
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania_filiformis
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium_parvulum
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella_uli
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__Butyrivibrio_sp_CAG_318
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_170
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas_funiformis_CAG_377
P06239,{'LCK'},VogtmannE_2016,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas_funiformis
